airline,A,B,country_A,lon_A,lat_A,country_B,lon_B,lat_B,color,AB
AA,LAX,TUL,US,-118.407997,33.942501,US,-95.88809967041016,36.19839859008789,#00ffff,LAX_TUL
UA,IAD,SDF,US,-77.45580292,38.94449997,US,-85.736,38.1744,#426ae1,IAD_SDF
AA,DCA,LAN,US,-77.037697,38.8521,US,-84.58740234375,42.77870178222656,#00ffff,DCA_LAN
AA,ORD,FSD,US,-87.9048,41.9786,US,-96.741897583,43.582000732400004,#00ffff,ORD_FSD
AA,LAX,CMH,US,-118.407997,33.942501,US,-82.891899,39.998001,#00ffff,LAX_CMH
DL,MSP,SAT,US,-93.221802,44.882,US,-98.469803,29.533701,#ff0000,MSP_SAT
UA,HNL,DEN,US,-157.924228,21.32062,US,-104.672996521,39.861698150635,#426ae1,HNL_DEN
DL,ATL,PNS,US,-84.428101,33.6367,US,-87.1866,30.4734,#ff0000,ATL_PNS
UA,DEN,MKE,US,-104.672996521,39.861698150635,US,-87.89659881591797,42.947200775146484,#426ae1,DEN_MKE
DL,DTW,BHM,US,-83.35340118408203,42.212398529052734,US,-86.75350189,33.56290054,#ff0000,DTW_BHM
DL,MSP,FLL,US,-93.221802,44.882,US,-80.152702,26.072599,#ff0000,MSP_FLL
UA,EWR,XNA,US,-74.168701171875,40.692501068115234,US,-94.306801,36.281898,#426ae1,EWR_XNA
UA,IAH,CMH,US,-95.34140014648438,29.984399795532227,US,-82.891899,39.998001,#426ae1,IAH_CMH
AA,MIA,LAS,US,-80.29060363769531,25.79319953918457,US,-115.1520004,36.08010101,#00ffff,MIA_LAS
AA,DFW,PIT,US,-97.038002,32.896801,US,-80.23290253,40.49150085,#00ffff,DFW_PIT
AA,LAX,LIH,US,-118.407997,33.942501,US,-159.33900451660156,21.97599983215332,#00ffff,LAX_LIH
UA,LAX,SFO,US,-118.407997,33.942501,US,-122.375,37.61899948120117,#426ae1,LAX_SFO
DL,ATL,ALB,US,-84.428101,33.6367,US,-73.80169677734375,42.74829864501953,#ff0000,ATL_ALB
DL,ATL,ABQ,US,-84.428101,33.6367,US,-106.609001,35.040199,#ff0000,ATL_ABQ
AA,CLT,DSM,US,-80.94309997558594,35.2140007019043,US,-93.66310119628906,41.534000396728516,#00ffff,CLT_DSM
AA,MIA,GSP,US,-80.29060363769531,25.79319953918457,US,-82.2189025879,34.8956985474,#00ffff,MIA_GSP
AA,PHX,CMH,US,-112.01200103759766,33.43429946899414,US,-82.891899,39.998001,#00ffff,PHX_CMH
DL,DTW,LAN,US,-83.35340118408203,42.212398529052734,US,-84.58740234375,42.77870178222656,#ff0000,DTW_LAN
AA,DFW,FSM,US,-97.038002,32.896801,US,-94.36740112304688,35.33660125732422,#00ffff,DFW_FSM
AA,PHL,DSM,US,-75.24109649658203,39.87189865112305,US,-93.66310119628906,41.534000396728516,#00ffff,PHL_DSM
DL,DTW,PBI,US,-83.35340118408203,42.212398529052734,US,-80.09559631347656,26.68320083618164,#ff0000,DTW_PBI
AA,DCA,MIA,US,-77.037697,38.8521,US,-80.29060363769531,25.79319953918457,#00ffff,DCA_MIA
AA,DFW,AEX,US,-97.038002,32.896801,US,-92.54979705810547,31.32740020751953,#00ffff,DFW_AEX
AA,LAX,SJC,US,-118.407997,33.942501,US,-121.929001,37.362598,#00ffff,LAX_SJC
AA,DCA,PWM,US,-77.037697,38.8521,US,-70.309303,43.646198,#00ffff,DCA_PWM
UA,IAD,SCE,US,-77.45580292,38.94449997,US,-77.84870147710001,40.8493003845,#426ae1,IAD_SCE
AA,DCA,DSM,US,-77.037697,38.8521,US,-93.66310119628906,41.534000396728516,#00ffff,DCA_DSM
DL,JFK,ORD,US,-73.7789,40.639801,US,-87.9048,41.9786,#ff0000,JFK_ORD
AA,DCA,STL,US,-77.037697,38.8521,US,-90.370003,38.748697,#00ffff,DCA_STL
AA,CLT,BHM,US,-80.94309997558594,35.2140007019043,US,-86.75350189,33.56290054,#00ffff,CLT_BHM
AA,DFW,PIA,US,-97.038002,32.896801,US,-89.6932983398,40.664199829100006,#00ffff,DFW_PIA
DL,ATL,TRI,US,-84.428101,33.6367,US,-82.407401,36.475201,#ff0000,ATL_TRI
AA,ORD,GRB,US,-87.9048,41.9786,US,-88.12960052490234,44.48509979248047,#00ffff,ORD_GRB
UA,DEN,LBL,US,-104.672996521,39.861698150635,US,-100.9599991,37.0442009,#426ae1,DEN_LBL
AA,DFW,TPA,US,-97.038002,32.896801,US,-82.533203125,27.975500106811523,#00ffff,DFW_TPA
DL,BOS,RSW,US,-71.00520325,42.36429977,US,-81.75520324707031,26.53619956970215,#ff0000,BOS_RSW
AA,LGA,CHS,US,-73.872597,40.777199,US,-80.04049683,32.89860153,#00ffff,LGA_CHS
UA,EWR,SEA,US,-74.168701171875,40.692501068115234,US,-122.308998,47.449001,#426ae1,EWR_SEA
AA,DFW,CLL,US,-97.038002,32.896801,US,-96.36380005,30.58860016,#00ffff,DFW_CLL
UA,SFO,DTW,US,-122.375,37.61899948120117,US,-83.35340118408203,42.212398529052734,#426ae1,SFO_DTW
AA,PHX,RAP,US,-112.01200103759766,33.43429946899414,US,-103.05699920654297,44.0452995300293,#00ffff,PHX_RAP
UA,SFO,GEG,US,-122.375,37.61899948120117,US,-117.53399658203125,47.61989974975586,#426ae1,SFO_GEG
DL,BOS,RIC,US,-71.00520325,42.36429977,US,-77.3197021484375,37.50519943237305,#ff0000,BOS_RIC
AA,DFW,ABI,US,-97.038002,32.896801,US,-99.68190002440001,32.4113006592,#00ffff,DFW_ABI
AA,LGA,ORF,US,-73.872597,40.777199,US,-76.20120239257812,36.89459991455078,#00ffff,LGA_ORF
AA,PHL,RIC,US,-75.24109649658203,39.87189865112305,US,-77.3197021484375,37.50519943237305,#00ffff,PHL_RIC
DL,DTW,PHX,US,-83.35340118408203,42.212398529052734,US,-112.01200103759766,33.43429946899414,#ff0000,DTW_PHX
AA,PHX,ELP,US,-112.01200103759766,33.43429946899414,US,-106.3779984,31.80719948,#00ffff,PHX_ELP
AA,LAX,MIA,US,-118.407997,33.942501,US,-80.29060363769531,25.79319953918457,#00ffff,LAX_MIA
UA,ORD,FWA,US,-87.9048,41.9786,US,-85.19509888,40.97850037,#426ae1,ORD_FWA
DL,ATL,EWR,US,-84.428101,33.6367,US,-74.168701171875,40.692501068115234,#ff0000,ATL_EWR
UA,EWR,ORF,US,-74.168701171875,40.692501068115234,US,-76.20120239257812,36.89459991455078,#426ae1,EWR_ORF
DL,ATL,LAX,US,-84.428101,33.6367,US,-118.407997,33.942501,#ff0000,ATL_LAX
UA,ORD,TPA,US,-87.9048,41.9786,US,-82.533203125,27.975500106811523,#426ae1,ORD_TPA
AA,LAX,RDU,US,-118.407997,33.942501,US,-78.7874984741211,35.877601623535156,#00ffff,LAX_RDU
UA,DEN,ELP,US,-104.672996521,39.861698150635,US,-106.3779984,31.80719948,#426ae1,DEN_ELP
AA,ORD,ALB,US,-87.9048,41.9786,US,-73.80169677734375,42.74829864501953,#00ffff,ORD_ALB
UA,SFO,BFL,US,-122.375,37.61899948120117,US,-119.0569992,35.43360138,#426ae1,SFO_BFL
UA,IAH,MSY,US,-95.34140014648438,29.984399795532227,US,-90.25800323486328,29.99340057373047,#426ae1,IAH_MSY
AA,CLT,CAE,US,-80.94309997558594,35.2140007019043,US,-81.11949920654297,33.93880081176758,#00ffff,CLT_CAE
DL,SEA,PDX,US,-122.308998,47.449001,US,-122.5979996,45.58869934,#ff0000,SEA_PDX
DL,LGA,MIA,US,-73.872597,40.777199,US,-80.29060363769531,25.79319953918457,#ff0000,LGA_MIA
DL,ATL,EVV,US,-84.428101,33.6367,US,-87.5324020386,38.0369987488,#ff0000,ATL_EVV
DL,SLC,CLT,US,-111.97799682617188,40.78839874267578,US,-80.94309997558594,35.2140007019043,#ff0000,SLC_CLT
AA,PHX,MCI,US,-112.01200103759766,33.43429946899414,US,-94.713898,39.2976,#00ffff,PHX_MCI
AA,DCA,PBI,US,-77.037697,38.8521,US,-80.09559631347656,26.68320083618164,#00ffff,DCA_PBI
DL,SLC,OKC,US,-111.97799682617188,40.78839874267578,US,-97.60070037841797,35.39310073852539,#ff0000,SLC_OKC
DL,SLC,CPR,US,-111.97799682617188,40.78839874267578,US,-106.463997,42.908001,#ff0000,SLC_CPR
DL,LGA,SRQ,US,-73.872597,40.777199,US,-82.55439758300781,27.39539909362793,#ff0000,LGA_SRQ
AA,DCA,DAY,US,-77.037697,38.8521,US,-84.21939849853516,39.902400970458984,#00ffff,DCA_DAY
DL,JFK,BWI,US,-73.7789,40.639801,US,-76.668297,39.1754,#ff0000,JFK_BWI
UA,DEN,BZN,US,-104.672996521,39.861698150635,US,-111.1529999,45.77750015,#426ae1,DEN_BZN
AA,CLT,LAX,US,-80.94309997558594,35.2140007019043,US,-118.407997,33.942501,#00ffff,CLT_LAX
AA,DFW,DAY,US,-97.038002,32.896801,US,-84.21939849853516,39.902400970458984,#00ffff,DFW_DAY
AA,DFW,MSP,US,-97.038002,32.896801,US,-93.221802,44.882,#00ffff,DFW_MSP
DL,ATL,TUL,US,-84.428101,33.6367,US,-95.88809967041016,36.19839859008789,#ff0000,ATL_TUL
AA,LGA,ORD,US,-73.872597,40.777199,US,-87.9048,41.9786,#00ffff,LGA_ORD
DL,BOS,TPA,US,-71.00520325,42.36429977,US,-82.533203125,27.975500106811523,#ff0000,BOS_TPA
UA,EWR,CMH,US,-74.168701171875,40.692501068115234,US,-82.891899,39.998001,#426ae1,EWR_CMH
UA,IAD,LAS,US,-77.45580292,38.94449997,US,-115.1520004,36.08010101,#426ae1,IAD_LAS
DL,ATL,ICT,US,-84.428101,33.6367,US,-97.433098,37.649899,#ff0000,ATL_ICT
UA,ORD,STL,US,-87.9048,41.9786,US,-90.370003,38.748697,#426ae1,ORD_STL
DL,CVG,DFW,US,-84.667801,39.048801,US,-97.038002,32.896801,#ff0000,CVG_DFW
DL,ATL,LFT,US,-84.428101,33.6367,US,-91.98760223,30.20529938,#ff0000,ATL_LFT
DL,LAX,MCO,US,-118.407997,33.942501,US,-81.30899810791016,28.429399490356445,#ff0000,LAX_MCO
AA,PHL,ART,US,-75.24109649658203,39.87189865112305,US,-76.02169799804688,43.99190139770508,#00ffff,PHL_ART
UA,DEN,LIH,US,-104.672996521,39.861698150635,US,-159.33900451660156,21.97599983215332,#426ae1,DEN_LIH
AA,PHX,FAT,US,-112.01200103759766,33.43429946899414,US,-119.718002,36.776199,#00ffff,PHX_FAT
UA,IAH,FLL,US,-95.34140014648438,29.984399795532227,US,-80.152702,26.072599,#426ae1,IAH_FLL
DL,SLC,SAT,US,-111.97799682617188,40.78839874267578,US,-98.469803,29.533701,#ff0000,SLC_SAT
AA,DFW,HOU,US,-97.038002,32.896801,US,-95.27890015,29.64539909,#00ffff,DFW_HOU
AA,DFW,OKC,US,-97.038002,32.896801,US,-97.60070037841797,35.39310073852539,#00ffff,DFW_OKC
AA,ORD,TPA,US,-87.9048,41.9786,US,-82.533203125,27.975500106811523,#00ffff,ORD_TPA
AA,CLT,BTV,US,-80.94309997558594,35.2140007019043,US,-73.15329742429999,44.471900939899996,#00ffff,CLT_BTV
UA,IAH,BWI,US,-95.34140014648438,29.984399795532227,US,-76.668297,39.1754,#426ae1,IAH_BWI
AA,ORD,OKC,US,-87.9048,41.9786,US,-97.60070037841797,35.39310073852539,#00ffff,ORD_OKC
DL,DTW,ESC,US,-83.35340118408203,42.212398529052734,US,-87.0936965942,45.7226982117,#ff0000,DTW_ESC
DL,DTW,ABE,US,-83.35340118408203,42.212398529052734,US,-75.44080352783203,40.652099609375,#ff0000,DTW_ABE
